"","protein_external_id","preferred_name","protein_size","annotation","refseq_peptide","GeneID","UniqueNAME"
"14981","9606.ENSP00000387739","AMOTL1",956,"Angiomotin-like protein 1; Inhibits the Wnt/beta-catenin signaling pathway, probably by recruiting CTNNB1 to recycling endosomes and hence preventing its translocation to the nucleus; Belongs to the angiomotin family","ENSP00000387739","KH2013:KH.C1.326","AMOTL1/2"
"16763","9606.ENSP00000424765","AMOTL2",837,"Angiomotin-like protein 2; Regulates the translocation of phosphorylated SRC to peripheral cell-matrix adhesion sites. Required for proper architecture of actin filaments. Inhibits the Wnt/beta-catenin signaling pathway, probably by recruiting CTNNB1 to recycling endosomes and hence preventing its translocation to the nucleus. Participates in angiogenesis. May play a role in the polarity, proliferation and migration of endothelial cells. Selectively promotes FGF-induced MAPK activation through SRC; Belongs to the angiomotin family","ENSP00000424765","KH2013:KH.C1.326","AMOTL1/2"
"12645","9606.ENSP00000368592","TTLL10",673,"Inactive polyglycylase TTLL10; Inactive polyglycylase; Tubulin tyrosine ligase family","ENSP00000368592","KH2013:KH.C1.577","TTLL10"
"1053","9606.ENSP00000233627","NDUFS7",213,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial; Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone","ENSP00000233627","KH2013:KH.C1.355","NDUFS7"
"17148","9606.ENSP00000433919","CLNS1A",237,"Methylosome subunit pICln; Chaperone that regulates the assembly of spliceosomal U1, U2, U4 and U5 small nuclear ribonucleoproteins (snRNPs), the building blocks of the spliceosome. Thereby, plays an important role in the splicing of cellular pre-mRNAs. Most spliceosomal snRNPs contain a common set of Sm proteins SNRPB, SNRPD1, SNRPD2, SNRPD3, SNRPE, SNRPF and SNRPG that assemble in a heptameric protein ring on the Sm site of the small nuclear RNA to form the core snRNP. In the cytosol, the Sm proteins SNRPD1, SNRPD2, SNRPE, SNRPF and SNRPG are trapped in an inactive 6S pICln-Sm comple [...] ","ENSP00000433919","KH2013:KH.C1.234","CLNS1A"
"10549","9606.ENSP00000357360","MTX1",466,"Metaxin-1; Involved in transport of proteins into the mitochondrion. Essential for embryonic development (By similarity)","ENSP00000357360","KH2013:KH.C1.1155","MTX1/3"
"16713","9606.ENSP00000423600","MTX3",251,"Metaxin-3; Could function in transport of proteins into the mitochondrion; Belongs to the metaxin family","ENSP00000423600","KH2013:KH.C1.1155","MTX1/3"
"11310","9606.ENSP00000361042","SURF1",300,"Surfeit locus protein 1; Component of the MITRAC (mitochondrial translation regulation assembly intermediate of cytochrome c oxidase complex) complex, that regulates cytochrome c oxidase assembly","ENSP00000361042","KH2013:KH.C1.875","SURF1"
"229","9606.ENSP00000199706","MRPL28",256,"Mitochondrial ribosomal protein L28","ENSP00000199706","KH2013:KH.C1.1120","MRPL28"
"6784","9606.ENSP00000320043","LYPLA1",230,"Acyl-protein thioesterase 1; Hydrolyzes fatty acids from S-acylated cysteine residues in proteins such as trimeric G alpha proteins or HRAS. Has depalmitoylating activity toward KCNMA1. Has low lysophospholipase activity; Belongs to the AB hydrolase superfamily. AB hydrolase 2 family","ENSP00000320043","KH2013:KH.C1.538","LYPLA1/2"
"11861","9606.ENSP00000363638","LYPLA2",231,"Acyl-protein thioesterase 2; Hydrolyzes fatty acids from S-acylated cysteine residues in proteins such as trimeric G alpha proteins, GAP43, ZDHHC6 or HRAS. Deacylates GAP43. Mediates depalmitoylation of ZDHHC6. Has lysophospholipase activity (By similarity)","ENSP00000363638","KH2013:KH.C1.538","LYPLA1/2"
"6581","9606.ENSP00000317376","MRPS11",194,"Mitochondrial ribosomal protein S11","ENSP00000317376","KH2013:KH.C1.1274","MRPS11"
"12159","9606.ENSP00000365439","HNRNPK",464,"Heterogeneous nuclear ribonucleoprotein K; One of the major pre-mRNA-binding proteins. Binds tenaciously to poly(C) sequences. Likely to play a role in the nuclear metabolism of hnRNAs, particularly for pre-mRNAs that contain cytidine-rich sequences. Can also bind poly(C) single- stranded DNA. Plays an important role in p53/TP53 response to DNA damage, acting at the level of both transcription activation and repression. When sumoylated, acts as a transcriptional coactivator of p53/TP53, playing a role in p21/CDKN1A and 14-3-3 sigma/SFN induction (By similarity). As far as transcription [...] ","ENSP00000365439","KH2013:KH.C1.388","HNRNPK"
"1737","9606.ENSP00000253079","CCDC62",684,"Coiled-coil domain-containing protein 62; Nuclear receptor coactivator that can enhance preferentially estrogen receptors ESR1 and ESR2 transactivation. Modulates also progesterone/PGR, glucocorticoid/NR3C1 and androgen/AR receptors transactivation, although at lower level; little effect on vitamin D receptor/VDR","ENSP00000253079","KH2013:KH.C1.195","CCDC62"
"8978","9606.ENSP00000345436","CASKIN1",1431,"Caskin-1; May link the scaffolding protein CASK to downstream intracellular effectors; Ankyrin repeat domain containing","ENSP00000345436","KH2013:KH.C1.797","CASKIN1"
"10211","9606.ENSP00000355837","CAPN8",703,"Calpain-8; Calcium-regulated non-lysosomal thiol-protease. Involved in membrane trafficking in the gastric surface mucus cells (pit cells) and may involve the membrane trafficking of mucus cells via interactions with coat protein. Proteolytically cleaves the beta- subunit of coatomer complex (By similarity); Belongs to the peptidase C2 family","ENSP00000355837","KH2013:KH.C1.483","CAPN3/8"
"14105","9606.ENSP00000380349","CAPN3",821,"Calpain-3; Calcium-regulated non-lysosomal thiol-protease; Calpains","ENSP00000380349","KH2013:KH.C1.483","CAPN3/8"
"6239","9606.ENSP00000312397","KLHL3",587,"Kelch-like protein 3; Substrate-specific adapter of a BCR (BTB-CUL3-RBX1) E3 ubiquitin ligase complex that acts as a regulator of ion transport in the distal nephron. The BCR(KLHL3) complex acts by mediating ubiquitination of WNK4, an inhibitor of potassium channel KCNJ1, leading to WNK4 degradation. The BCR(KLHL3) complex also mediates ubiquitination and degradation of CLDN8, a tight-junction protein required for paracellular chloride transport in the kidney (By similarity); BTB domain containing","ENSP00000312397","KH2013:KH.C1.1188","KLHL1/3/4"
"11569","9606.ENSP00000362206","KLHL4",720,"Kelch-like protein 4; Kelch like family member 4; BTB domain containing","ENSP00000362206","KH2013:KH.C1.1188","KLHL1/3/4"
"12413","9606.ENSP00000367075","KLHL1",748,"Kelch-like protein 1; May play a role in organizing the actin cytoskeleton of the brain cells; BTB domain containing","ENSP00000367075","KH2013:KH.C1.1188","KLHL1/3/4"
"1089","9606.ENSP00000234454","SPR",261,"Sepiapterin reductase; Catalyzes the final one or two reductions in tetra- hydrobiopterin biosynthesis to form 5,6,7,8-tetrahydrobiopterin; Belongs to the sepiapterin reductase family","ENSP00000234454","KH2013:KH.C1.779","SPR"
"5774","9606.ENSP00000307321","HOXC10",342,"Homeobox protein Hox-C10; Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis; HOXL subclass homeoboxes","ENSP00000307321","KH2013:KH.C1.414","HOXC10/11"
"17660","9606.ENSP00000446680","HOXC11",304,"Homeobox protein Hox-C11; Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Binds to a promoter element of the lactase-phlorizin hydrolase gene; HOXL subclass homeoboxes","ENSP00000446680","KH2013:KH.C1.414","HOXC10/11"
"7753","9606.ENSP00000331748","RAB12",244,"Ras-related protein Rab-12; The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different set of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. That Rab may play a role in protein transport from recycling endosomes to lysosomes regulating, for instance, the degradation of the transferrin receptor. Involved in autophagy (By simi [...] ","ENSP00000331748","KH2013:KH.C1.515","RAB12"
"7058","9606.ENSP00000323355","FAM187B",369,"Protein FAM187B; Family with sequence similarity 187 member B","ENSP00000323355","KH2013:KH.C1.879","FAM187B"
"2959","9606.ENSP00000264833","OLFM2",454,"Noelin-2; Involved in transforming growth factor beta (TGF-beta)- induced smooth muscle differentiation. TGF-beta induces expression and translocation of OLFM2 to the nucleus where it binds to SRF, causing its dissociation from the transcriptional repressor HEY2/HERP1 and facilitating binding of SRF to target genes. Plays a role in AMPAR complex organization (By similarity). Is a regulator of vascular smooth-muscle cell (SMC) phenotypic switching, that acts by promoting RUNX2 and inhibiting MYOCD binding to SRF. SMC phenotypic switching is the process through which vascular SMCs underg [...] ","ENSP00000264833","KH2013:KH.C1.553","OLFM2/3"
"8954","9606.ENSP00000345192","OLFM3",478,"Noelin-3; Olfactomedin 3","ENSP00000345192","KH2013:KH.C1.553","OLFM2/3"
"4840","9606.ENSP00000297268","COL1A2",1366,"Collagen alpha-2(I) chain; Type I collagen is a member of group I collagen (fibrillar forming collagen); Belongs to the fibrillar collagen family","ENSP00000297268","KH2013:KH.C1.1287","COL1A2"
"15344","9606.ENSP00000395281","C9orf116",136,"UPF0691 protein C9orf116; Chromosome 9 open reading frame 116","ENSP00000395281","KH2013:KH.C1.470","C9ORF116"
"9280","9606.ENSP00000348380","CYP20A1",462,"Cytochrome P450 family 20 subfamily A member 1","ENSP00000348380","KH2013:KH.C1.246","CYP20A1"
"2390","9606.ENSP00000261716","TAOK1",1001,"Serine/threonine-protein kinase TAO1; Serine/threonine-protein kinase involved in various processes such as p38/MAPK14 stress-activated MAPK cascade, DNA damage response and regulation of cytoskeleton stability. Phosphorylates MAP2K3, MAP2K6 and MARK2. Acts as an activator of the p38/MAPK14 stress-activated MAPK cascade by mediating phosphorylation and subsequent activation of the upstream MAP2K3 and MAP2K6 kinases. Involved in G-protein coupled receptor signaling to p38/MAPK14. In response to DNA damage, involved in the G2/M transition DNA damage checkpoint by activating the p38/MAPK1 [...] ","ENSP00000261716","KH2013:KH.C1.603","TAOK1/2/3"
"6014","9606.ENSP00000310094","TAOK2",1235,"Serine/threonine-protein kinase TAO2; Serine/threonine-protein kinase involved in different processes such as membrane blebbing and apoptotic bodies formation DNA damage response and MAPK14/p38 MAPK stress-activated MAPK cascade. Phosphorylates itself, MBP, activated MAPK8, MAP2K3, MAP2K6 and tubulins. Activates the MAPK14/p38 MAPK signaling pathway through the specific activation and phosphorylation of the upstream MAP2K3 and MAP2K6 kinases. In response to DNA damage, involved in the G2/M transition DNA damage checkpoint by activating the p38/MAPK14 stress-activated MAPK cascade, prob [...] ","ENSP00000310094","KH2013:KH.C1.603","TAOK1/2/3"
"13493","9606.ENSP00000376317","TAOK3",898,"Serine/threonine-protein kinase TAO3; Serine/threonine-protein kinase that acts as a regulator of the p38/MAPK14 stress-activated MAPK cascade and of the MAPK8/JNK cascade. Acts as an activator of the p38/MAPK14 stress- activated MAPK cascade. In response to DNA damage, involved in the G2/M transition DNA damage checkpoint by activating the p38/MAPK14 stress-activated MAPK cascade, probably by mediating phosphorylation of upstream MAP2K3 and MAP2K6 kinases. Inhibits basal activity of MAPK8/JNK cascade and diminishes its activation in response epidermal growth factor (EGF)","ENSP00000376317","KH2013:KH.C1.603","TAOK1/2/3"
"12889","9606.ENSP00000370023","HADHA",763,"Trifunctional enzyme subunit alpha, mitochondrial; Bifunctional subunit; In the central section; belongs to the 3-hydroxyacyl- CoA dehydrogenase family","ENSP00000370023","KH2013:KH.C1.933","HADHA"
"10672","9606.ENSP00000357882","PSTK",348,"L-seryl-tRNA(Sec) kinase; Specifically phosphorylates seryl-tRNA(Sec) to O- phosphoseryl-tRNA(Sec), an activated intermediate for selenocysteine biosynthesis","ENSP00000357882","KH2013:KH.C1.68","PSTK"
"16630","9606.ENSP00000421380","SNF8",258,"Vacuolar-sorting protein SNF8; Component of the endosomal sorting complex required for transport II (ESCRT-II), which is required for multivesicular body (MVB) formation and sorting of endosomal cargo proteins into MVBs. The MVB pathway mediates delivery of transmembrane proteins into the lumen of the lysosome for degradation. The ESCRT-II complex is probably involved in the recruitment of the ESCRT-III complex. The ESCRT-II complex may also play a role in transcription regulation by participating in derepression of transcription by RNA polymerase II, possibly via its interaction with  [...] ","ENSP00000421380","KH2013:KH.C1.309","SNF8"
