"","refseq_peptide","ensembl_gene_id","ensembl_transcript_id","external_gene_name","refseq_peptide_predicted","protein_external_id","preferred_name","protein_size","annotation"
"169","NP_001071740","ENSCING00000005640","ENSCINT00000011687","ikk-epsilon","XP_018668261","7719.NP_001071740.1","Tbk1",811,"IkappaB kinase"
"170","NP_001071740","ENSCING00000005640","ENSCINT00000011687","ikk-epsilon","XP_026691142","7719.NP_001071740.1","Tbk1",811,"IkappaB kinase"
"171","NP_001071742","ENSCING00000000808","ENSCINT00000001474","irf-like-3","","7719.NP_001071742.1","irf-like-3",530,"Interferon regulatory factor like protein"
"172","NP_001071743","ENSCING00000002820","ENSCINT00000005767","irf-like-4","","7719.NP_001071743.1","irf-like-4",616,"Interferon regulatory factor like protein"
"173","NP_001071744","ENSCING00000019194","ENSCINT00000035826","irf-like-6","XP_009860088","7719.NP_001071744.1","irf-like-6",565,"Interferon regulatory factor like protein"
"174","NP_001071746","ENSCING00000018956","ENSCINT00000034955","irx-a","","7719.NP_001071746.1","irx-a",567,"Transcription factor protein"
"175","NP_001071753","ENSCING00000006059","ENSCINT00000012517","lag1-like1","","7719.NP_001071753.1","lag1-like1",382,"Transcription factor protein"
"176","NP_001071754","ENSCING00000001304","ENSCINT00000002531","","","7719.NP_001071754.1","LOC778664",429,"Transcription factor protein; Belongs to the bZIP family"
"177","NP_001071755","ENSCING00000009072","ENSCINT00000018414","lhx3","XP_009859750","7719.NP_001071755.1","Lhx4",596,"LIM/homeobox protein Lhx3a type 1"
"178","NP_001071755","ENSCING00000009072","ENSCINT00000018414","lhx3","XP_026695532","7719.NP_001071755.1","Lhx4",596,"LIM/homeobox protein Lhx3a type 1"
"179","NP_001071755","ENSCING00000009072","ENSCINT00000018414","lhx3","XP_009859749","7719.NP_001071755.1","Lhx4",596,"LIM/homeobox protein Lhx3a type 1"
"180","NP_001071756","ENSCING00000006856","ENSCINT00000014081","lmx","","7719.NP_001071756.1","lmx",625,"Transcription factor protein"
"181","NP_001071760","ENSCING00000000628","ENSCINT00000028336","mef2","","7719.NP_001071760.1","mef2",439,"Transcription factor protein"
"182","NP_001071761","ENSCING00000012702","ENSCINT00000023828","mesp","","7719.NP_001071761.1","mesp",197,"Transcription factor protein"
"183","NP_001071762","ENSCING00000006442","ENSCINT00000013282","mta","XP_009861092","7719.NP_001071762.1","mta",661,"MTA protein"
"184","NP_001071765","ENSCING00000019532","ENSCINT00000035583","mlx","","7719.NP_001071765.1","mlx",873,"Transcription factor protein"
"185","NP_001071766","ENSCING00000007464","ENSCINT00000015319","mox","","7719.NP_001071766.1","mox",176,"Transcription factor protein"
"186","NP_001071768","ENSCING00000005358","ENSCINT00000011009","nemo-like","","7719.NP_001071768.1","nemo-like",403,"Mitogen-activated protein kinase; Nemo-Like kinase"
"187","NP_001071769","ENSCING00000008074","ENSCINT00000016511","neuralized-b","XP_026691144","7719.NP_001071769.1","NP_001071769.1",569,"Neuralized-b protein"
"188","NP_001071771","ENSCING00000008105","ENSCINT00000016562","nf-il2","","7719.NP_001071771.1","nf-il2",586,"Transcription factor protein"
"189","NP_001071772","ENSCING00000006933","ENSCINT00000014252","nfkbp105","","7719.NP_001071772.1","nfkbp105",1200,"NFkB protein"
"190","NP_001071773","ENSCING00000016904","ENSCINT00000029229","nfrkb","","7719.NP_001071773.1","nfrkb",742,"Nuclear factor related to kappa-B-binding protein"
"191","NP_001071774","ENSCING00000004746","ENSCINT00000009826","nf-x-like","XP_026693276","7719.NP_001071774.1","nf-x-like",1123,"Transcription factor protein"
"192","NP_001071777","ENSCING00000001156","ENSCINT00000002170","noggin","","7719.NP_001071777.1","noggin",219,"Noggin protein precursor"
"193","NP_001071778","ENSCING00000006582","ENSCINT00000013512","notrlc","XP_018670755","7719.NP_001071778.1","notrlc",297,"Transcription factor protein"
"194","NP_001071779","ENSCING00000019110","ENSCINT00000033008","nr41/42/43","","7719.NP_001071779.1","Nr4a2",1054,"Nuclear receptor"
"195","NP_001071782","ENSCING00000003789","ENSCINT00000007816","","","7719.NP_001071782.1","LOC778707",138,"Transcription factor protein"
"196","NP_001071783","ENSCING00000013383","ENSCINT00000024847","","","7719.NP_001071783.1","LOC778708",792,"Transcription factor protein"
"197","NP_001071784","ENSCING00000003476","ENSCINT00000007133","","","7719.NP_001071784.1","LOC778709",338,"Transcription factor protein"
"198","NP_001071787","ENSCING00000007309","ENSCINT00000015024","","","7719.NP_001071787.1","LOC778713",587,"Transcription factor protein"
"199","NP_001071792","ENSCING00000003838","ENSCINT00000007915","","","7719.NP_001071792.1","LOC778718",310,"Transcription factor protein"
"200","NP_001071794","ENSCING00000002145","ENSCINT00000004395","","","7719.NP_001071794.1","LOC778720",510,"Protein Wnt; Ligand for members of the frizzled family of seven transmembrane receptors"
"201","NP_001071797","ENSCING00000000045","ENSCINT00000000062","paraxis-like","","7719.NP_001071797.1","NP_001071797.1",191,"Transcription factor protein"
"202","NP_001071801","ENSCING00000013188","ENSCINT00000024554","ppar","XP_026691145","7719.NP_001071801.1","ppar",644,"Nuclear receptor"
"203","NP_001071804","ENSCING00000006338","ENSCINT00000013060","pur-alpha/beta/gamma","","7719.NP_001071804.1","NP_001071804.1",306,"PUR-alpha/beta/gamma protein"
"204","NP_001071806","ENSCING00000006945","ENSCINT00000014259","rar","","7719.NP_001071806.1","rar",638,"Nuclear receptor"
"205","NP_001071807","ENSCING00000009186","ENSCINT00000018687","rfx1/2/3","","7719.NP_001071807.1","rfx1/2/3",803,"Regulatory factor X"
"206","NP_001071813","ENSCING00000013758","ENSCINT00000025376","sfrp3/4-b","","7719.NP_001071813.1","sfrp3/4-b",148,"Secreted frizzled-related protein precursor"
"207","NP_001071816","ENSCING00000022986","ENSCINT00000032386","smad2/3a","","7719.NP_001071816.1","smad2/3a",446,"Mothers against decapentaplegic homolog; Smad2/3a protein"
"208","NP_001071818","ENSCING00000001311","ENSCINT00000002549","","","7719.NP_001071818.1","LOC778757",161,"Transcription factor protein; Belongs to the bZIP family"
"209","NP_001071820","ENSCING00000003342","ENSCINT00000006865","smyd1","XP_009860824","7719.NP_001071820.1","smyd1",474,"SET and MYND domain containing protein"
"210","NP_001071821","ENSCING00000008903","ENSCINT00000018113","snail","","7719.NP_001071821.1","snail",584,"Transcription factor protein"
"211","NP_001071823","ENSCING00000008820","ENSCINT00000024940","soxh","","7719.NP_001071823.1","soxh",752,"Transcription factor protein"
"212","NP_001071824","ENSCING00000019520","ENSCINT00000032697","spt4","","7719.NP_001071824.1","spt4",122,"Transcription elongation factor SPT4; Component of the DRB sensitivity-inducing factor complex (DSIF complex), which regulates transcription elongation by RNA polymerase II"
"213","NP_001071826","ENSCING00000018042","ENSCINT00000031233","srf","","7719.NP_001071826.1","srf",335,"Transcription factor protein"
"214","NP_001071828","ENSCING00000004044","ENSCINT00000008341","stat-b","","7719.NP_001071828.1","stat-b",805,"Signal transducer and activator of transcription; STAT-b protein"
"215","NP_001071830","ENSCING00000000050","ENSCINT00000000071","tardbp","","7719.NP_001071830.1","tardbp",440,"Tardbp protein"
"216","NP_001071832","ENSCING00000014430","ENSCINT00000026352","tcfl1","","7719.NP_001071832.1","tcfl1",333,"TCFL1 protein"
"217","NP_001071833","ENSCING00000002295","ENSCINT00000004693","tef/hlf","","7719.NP_001071833.1","tef/hlf",389,"Transcription factor protein"
"218","NP_001071834","ENSCING00000001649","ENSCINT00000003351","tgfbr-ia","","7719.NP_001071834.1","tgfbr-ia",566,"Serine/threonine-protein kinase receptor; Transforming growth factor beta receptor precursor"
"219","NP_001071835","ENSCING00000000348","ENSCINT00000000633","tgfbr-iia","XP_026693851","7719.NP_001071835.1","tgfbr-iia",629,"Serine/threonine-protein kinase receptor; Transforming growth factor beta receptor precursor"
"220","NP_001071837","ENSCING00000008093","ENSCINT00000016546","tgfbeta-na2","","7719.NP_001071837.1","NP_001071837.1",443,"Transforming growth factor beta superfamily signaling ligand precursor"
"221","NP_001071841","ENSCING00000024790","ENSCINT00000031200","tf4","","7719.NP_001071841.1","tf4",238,"Transcription factor protein"
"222","NP_001071845","ENSCING00000011375","ENSCINT00000022003","ubf","XP_009857508","7719.NP_001071845.1","ubf",789,"Transcription factor protein"
"223","NP_001071849","ENSCING00000010712","ENSCINT00000021189","xbpb","","7719.NP_001071849.1","xbpb",238,"Transcription factor protein"
"224","NP_001071854","ENSCING00000000529","ENSCINT00000026459","zf(btb/c2h2)","XP_026693230","7719.NP_001071854.1","NP_001071854.1",467,"Zinc finger protein"
"225","NP_001071856","ENSCING00000003015","ENSCINT00000006133","zf(c2h2)-10","XP_026695746","7719.NP_001071856.1","NP_001071856.1",397,"Zinc finger protein"
"226","NP_001071856","ENSCING00000003015","ENSCINT00000006133","zf(c2h2)-10","XP_009860959","7719.NP_001071856.1","NP_001071856.1",397,"Zinc finger protein"
"227","NP_001071856","ENSCING00000003015","ENSCINT00000006133","zf(c2h2)-10","XP_009860961","7719.NP_001071856.1","NP_001071856.1",397,"Zinc finger protein"
"228","NP_001071865","ENSCING00000014976","ENSCINT00000018840","zf(c2h2)-23","","7719.NP_001071865.1","NP_001071865.1",461,"Zinc finger protein"
"229","NP_001071866","ENSCING00000012142","ENSCINT00000023082","zf(c2h2)-24","","7719.NP_001071866.1","NP_001071866.1",481,"Zinc finger protein"
"230","NP_001071868","ENSCING00000001724","ENSCINT00000003482","zf(c2h2)-26","","7719.NP_001071868.1","NP_001071868.1",815,"Zinc finger protein"
"231","NP_001071870","ENSCING00000006765","ENSCINT00000036493","zf(c2h2)-30","","7719.NP_001071870.1","NP_001071870.1",634,"Zinc finger protein isoform 1"
"232","NP_001071881","ENSCING00000001172","ENSCINT00000002239","zf(phd)-1","","7719.NP_001071881.1","zf(phd)-1",667,"Zinc finger protein"
"233","NP_001071882","ENSCING00000020967","ENSCINT00000031885","zf(rbz)","XP_026696139","7719.NP_001071882.1","zf(rbz)",237,"Zinc finger protein"
"234","NP_001071882","ENSCING00000020967","ENSCINT00000031885","zf(rbz)","XP_009862038","7719.NP_001071882.1","zf(rbz)",237,"Zinc finger protein"
"235","NP_001071882","ENSCING00000020967","ENSCINT00000031885","zf(rbz)","XP_009862037","7719.NP_001071882.1","zf(rbz)",237,"Zinc finger protein"
"236","NP_001071882","ENSCING00000020967","ENSCINT00000031885","zf(rbz)","XP_009862036","7719.NP_001071882.1","zf(rbz)",237,"Zinc finger protein"
"237","NP_001071885","ENSCING00000020856","ENSCINT00000031456","atg5","","7719.NP_001071885.1","atg5",268,"Autophagy protein 5; Involved in autophagic vesicle formation"
"238","NP_001071888","ENSCING00000000463","ENSCINT00000000847","ic5","","7719.NP_001071888.1","ic5",548,"DC2-related axonemal dynein intermediate chain 5"
"239","NP_001071890","ENSCING00000009589","ENSCINT00000019492","bco","","7719.NP_001071890.1","bco",524,"Beta-carotene-15,15'-monooxygenase"
"240","NP_001071894","ENSCING00000007508","ENSCINT00000015396","zf(c2h2)-43","","7719.NP_001071894.1","NP_001071894.1",267,"Zinc finger protein"
"241","NP_001071895","ENSCING00000024804","ENSCINT00000036136","zf(fyve)-2","","7719.NP_001071895.1","zf(fyve)-2",237,"Zinc finger protein"
"242","NP_001071896","ENSCING00000024784","ENSCINT00000035027","zf(c2h2)-49","","7719.NP_001071896.1","NP_001071896.1",375,"Zinc finger protein"
"243","NP_001071897","ENSCING00000017391","ENSCINT00000029718","zf(c2h2)-53","","7719.NP_001071897.1","NP_001071897.1",587,"Zinc finger protein"
"244","NP_001071900","ENSCING00000004333","ENSCINT00000008966","zf(ubr)-2","","7719.NP_001071900.1","zf(ubr)-2",878,"Zinc finger protein"
"245","NP_001071902","ENSCING00000005747","ENSCINT00000011863","zf(u1like)-4","XP_026692026","7719.NP_001071902.1","NP_001071902.1",1034,"Zinc finger protein"
"246","NP_001071902","ENSCING00000005747","ENSCINT00000011863","zf(u1like)-4","XP_026692025","7719.NP_001071902.1","NP_001071902.1",1034,"Zinc finger protein"
"247","NP_001071902","ENSCING00000005747","ENSCINT00000011863","zf(u1like)-4","XP_026692027","7719.NP_001071902.1","NP_001071902.1",1034,"Zinc finger protein"
"248","NP_001071903","ENSCING00000003804","ENSCINT00000007845","zf(bbox/ring)-4","","7719.NP_001071903.1","NP_001071903.1",585,"Zinc finger protein"
"249","NP_001071907","ENSCING00000003319","ENSCINT00000006811","zf(matrin)-2","","7719.NP_001071907.1","NP_001071907.1",349,"Zinc finger protein"
"250","NP_001071908","ENSCING00000003516","ENSCINT00000007207","zf(c3h)-9","","7719.NP_001071908.1","zf(c3h)-9",880,"Zinc finger protein"
"251","NP_001071910","ENSCING00000001639","ENSCINT00000003290","tr2/4","","7719.NP_001071910.1","tr2/4",692,"Nuclear receptor"
"252","NP_001071914","ENSCING00000005843","ENSCINT00000012055","zf(c3h)-12","","7719.NP_001071914.1","zf(c3h)-12",413,"Zinc finger protein"
"253","NP_001071916","ENSCING00000001770","ENSCINT00000003578","zf(traf/ring)-5","XP_018671593","7719.NP_001071916.1","NP_001071916.1",694,"Zinc finger protein"
"254","NP_001071917","ENSCING00000023848","ENSCINT00000034871","zf(c3h)-14","XP_009861334","7719.NP_001071917.1","zf(c3h)-14",335,"Zinc finger protein"
"255","NP_001071919","ENSCING00000003191","ENSCINT00000006517","zf(c2hc)-2","","7719.NP_001071919.1","zf(c2hc)-2",512,"Histone acetyltransferase; Zinc finger protein; Belongs to the MYST (SAS/MOZ) family"
"256","NP_001071921","ENSCING00000017405","ENSCINT00000029736","zf(fyve)-1","","7719.NP_001071921.1","zf(fyve)-1",402,"Zinc finger protein"
"257","NP_001071923","ENSCING00000005118","ENSCINT00000010542","zf(bbox/ring/phd)-1","XP_018670239","7719.NP_001071923.1","NP_001071923.1",1205,"Zinc finger protein"
"258","NP_001071927","ENSCING00000009766","ENSCINT00000019841","zf(rbz)-2","XP_018671822","7719.NP_001071927.1","zf(rbz)-2",1305,"Zinc finger protein"
"259","NP_001071930","ENSCING00000002832","ENSCINT00000029282","zf(ring)-23","","7719.NP_001071930.1","NP_001071930.1",319,"Zinc finger protein"
"260","NP_001071933","ENSCING00000001924","ENSCINT00000003884","zf(dhhc)-4","","7719.NP_001071933.1","zf(dhhc)-4",591,"Palmitoyltransferase; Zinc finger protein; Belongs to the DHHC palmitoyltransferase family"
"261","NP_001071934","ENSCING00000006174","ENSCINT00000012753","zf(ring)-30","","7719.NP_001071934.1","NP_001071934.1",645,"Zinc finger protein"
"262","NP_001071937","ENSCING00000014744","ENSCINT00000026764","hvcn1","","7719.NP_001071937.1","hvcn1",342,"Voltage-gated hydrogen channel 1; Mediates the voltage-dependent proton permeability of excitable membranes. Forms a proton-selective channel through which protons may pass in accordance with their electrochemical gradient (By similarity)"
"263","NP_001071940","ENSCING00000005163","ENSCINT00000024082","gcnf","","7719.NP_001071940.1","gcnf",694,"Nuclear receptor"
"264","NP_001071941","ENSCING00000002692","ENSCINT00000005492","mapkk3/6","","7719.NP_001071941.1","mapkk3/6",348,"Mitogen-activated protein kinase kinase"
"265","NP_001071944","ENSCING00000005559","ENSCINT00000011529","smad4","","7719.NP_001071944.1","smad4",527,"Mothers against decapentaplegic homolog; Smad4 protein"
"266","NP_001071945","ENSCING00000008573","ENSCINT00000026850","zf(ring)-20","XP_009858912","7719.NP_001071945.1","VPS41",841,"Zinc finger protein"
"267","NP_001071946","ENSCING00000000810","ENSCINT00000001477","brachyury","","7719.NP_001071946.1","brachyury",440,"Transcription factor protein"
"268","NP_001071948","ENSCING00000009523","ENSCINT00000019396","e12/e47","","7719.NP_001071948.1","e12/e47",641,"Transcription factor protein"
"269","NP_001071949","ENSCING00000010080","ENSCINT00000020200","ephrina-b","","7719.NP_001071949.1","ephrina-b",265,"Ephrin precursor; Belongs to the ephrin family"
"270","NP_001071954","ENSCING00000004105","ENSCINT00000008465","mapkk1/2","","7719.NP_001071954.1","mapkk1/2",377,"Mitogen-activated protein kinase kinase"
"271","NP_001071956","ENSCING00000003447","ENSCINT00000029979","nf45","XP_009860091","7719.NP_001071956.1","nf45",367,"NF45 protein"
"272","NP_001071957","ENSCING00000007218","ENSCINT00000024570","nk4","","7719.NP_001071957.1","nk4",623,"Transcription factor protein"
"273","NP_001071959","ENSCING00000005977","ENSCINT00000012344","pax2/5/8-b","XP_026692701","7719.NP_001071959.1","pax2/5/8-b",1284,"Transcription factor protein"
"274","NP_001071959","ENSCING00000005977","ENSCINT00000012344","pax2/5/8-b","XP_018669754","7719.NP_001071959.1","pax2/5/8-b",1284,"Transcription factor protein"
"275","NP_001071961","ENSCING00000008999","ENSCINT00000018262","prox-b","XP_018666952","7719.NP_001071961.1","prox-b",665,"Transcription factor protein"
"276","NP_001071963","ENSCING00000003195","ENSCINT00000006521","rhysin2/deltex3-c","","7719.NP_001071963.1","NP_001071963.1",190,"Rhysin2/Deltex3-c protein"
